name,city,region,distance_km,bus_time,latitude,longitude,address,type,stars,website,coordinates_valid
Trend Hotel,Banzkow,Mecklenburg-Vorpommern,100.09,1h 40m,53.5242069,11.5063221,"Plater Straße, 1, 19079, Banzkow",hotel,,https://www.trendhotel.de/,Yes
Gästehaus Antiquitäten Café,Schwarmstedt,Niedersachsen,100.1,1h 40m,52.6842513,9.6012176,"Am Hohen Ufer, 1, 29690, Schwarmstedt",hotel,,https://www.antiquitaeten-cafe.de/gaestezimmer.html,Yes
Hotel Celler Tor,,Niedersachsen,100.13,1h 40m,52.6538161,10.0632936,,hotel,,,Yes
Ferienheim am Deich,,Niedersachsen,100.17,1h 40m,53.6921279,8.4916565,,guest_house,,,Yes
Hotel Wikingerhof,Kropp,Schleswig-Holstein,100.21,1h 40m,54.4086667,9.5098291,"Tetenhusener Chaussee, 1, 24848, Kropp",hotel,,https://www.wikingerhof.de/,Yes
Naturfreundehaus Kalifornien,Schönberg (Holstein),Schleswig-Holstein,100.27,1h 40m,54.4264532,10.3754221,"Deichweg, 1, 24217, Schönberg (Holstein)",hostel,,,Yes
Thöles Gästehaus Hoya,Hoya,Niedersachsen,100.3,1h 40m,52.8085889,9.1431355,"Von-Kronenfeldt-Straße, 13, 27318, Hoya",hotel,3,,Yes
Das Romantische Landhaus,Kropp,Schleswig-Holstein,100.31,1h 40m,54.4094237,9.5088038,"Theodor-Storm-Allee, 14, 24848, Kropp",hotel,,http://www.antikhof-kropp.de,Yes
Strandräuber,Schönberg (Holstein),Schleswig-Holstein,100.33,1h 40m,54.4271402,10.3747938,"Deichweg, 4, 24217, Schönberg (Holstein)",hotel,,,Yes
Tepe´s Gasthof,Schwarmstedt,Niedersachsen,100.33,1h 40m,52.6798722,9.6149205,"Kirchstraße, 12, 29690, Schwarmstedt",hotel,2,https://tepes-gasthof.blogspot.com/,Yes
Nickelodeon,,Niedersachsen,100.35,1h 40m,53.0098432,8.7873394,,hotel,,,Yes
Gasthaus Doering,,Niedersachsen,100.36,1h 40m,52.7298514,10.608361,,guest_house,,,Yes
Seeblick,Bad Kleinen,Mecklenburg-Vorpommern,100.48,1h 40m,53.7668605,11.4741764,"Uferweg, 24b, 23996, Bad Kleinen",guest_house,,https://www.restaurantseeblick.de/,Yes
Hotel Dierks,Dedelstorf,Niedersachsen,100.54,1h 40m,52.7095099,10.5341414,"Celler Straße, 6, 29386, Dedelstorf",hotel,,,Yes
Waldjugend,,Schleswig-Holstein,100.68,1h 40m,54.4414794,9.6931593,,guest_house,,,Yes
Hotel Aits,Nordenham,Niedersachsen,100.86,1h 40m,53.4906695,8.4702713,"Bahnhofstraße, 120, 26954, Nordenham",hotel,2,https://hotel-aits.de/,Yes
DJH Jugendherberge Hankensbüttel,Hankensbüttel,Niedersachsen,100.87,1h 40m,52.7248794,10.6084521,"Helmrichsweg, 24, 29386, Hankensbüttel",hostel,,https://www.jugendherberge.de/299,Yes
Hotel Garni Dunker,Oldenburg in Holstein,Schleswig-Holstein,100.87,1h 40m,54.2916259,10.8875042,"Markt, 27, 23758, Oldenburg in Holstein",hotel,,,Yes
Hotel zur Fähre,Lemwerder,Niedersachsen,100.97,1h 40m,53.1637346,8.6179872,"Stedinger Straße, 1, 27809, Lemwerder",hotel,,https://www.hotelzurfaehre.de/,Yes
Zur Eule,Oldenburg in Holstein,Schleswig-Holstein,101.01,1h 41m,54.2931053,10.8876437,"Hopfenmarkt, 1, 23758, Oldenburg in Holstein",hotel,,,Yes
Buskes,,Niedersachsen,101.06,1h 41m,52.6482031,9.8556712,"Steinförder Straße, 85, 29323",hotel,,https://www.buskes.de/,Yes
Am Glockenturm,Lüchow,Niedersachsen,101.28,1h 41m,52.9666943,11.1571826,"Kirchstraße, 15, 29439, Lüchow",hotel,,https://hotel-am-glockenturm.de/CMS/,Yes
Zur Eiche,,Mecklenburg-Vorpommern,101.37,1h 41m,53.4015039,11.5029242,,guest_house,,,Yes
Wendenschänke,Lüchow,Niedersachsen,101.42,1h 41m,52.9677768,11.1615337,"Bergstraße, 26, 29439, Lüchow",guest_house,,https://www.wendenschaenke.de/,Yes
Zur Waldschänke,,Mecklenburg-Vorpommern,101.63,1h 41m,53.1755608,11.3872339,,guest_house,,,Yes
Katerberg,Lüchow,Niedersachsen,101.64,1h 41m,52.9686664,11.1670617,"Bergstraße, 5-6, 29439, Lüchow",hotel,3,https://www.hotel-katerberg.de/,Yes
Wendland-Reitsport,,Niedersachsen,101.65,1h 41m,52.9764325,11.1781894,,guest_house,,,Yes
Köllner's Landhaus,Celle,Niedersachsen,101.71,1h 41m,52.638865,10.0269577,"Im Dorfe, 1, Celle",hotel,,,Yes
Giltjes Hotel,Celle,Niedersachsen,101.81,1h 41m,52.6392585,10.0825464,"Hohe Wende, 14, 29223, Celle",hotel,,,Yes
Pension Wolfgang Klein,Wismar,Mecklenburg-Vorpommern,101.97,1h 41m,53.8861939,11.4364364,"Friedrich-Wolf-Straße, 7, 23966, Wismar",guest_house,,https://www.pension-wolfgang-klein.de/,Yes
Niemeyers,Stapel,Schleswig-Holstein,102.3,1h 42m,54.3612694,9.2446825,"Hauptstraße, 22, 25879, Stapel",guest_house,,,Yes
Hotel Heidekönig,Celle,Niedersachsen,102.4,1h 42m,52.6334021,10.0627053,"Bremer Weg, 132A, 29223, Celle",hotel,,,Yes
Süderbrooker Krug,,Niedersachsen,102.44,1h 42m,53.1287507,8.6229032,,hotel,,,Yes
Bohn's Gästehaus,Lemwerder,Niedersachsen,102.45,1h 42m,53.1263,8.625,"Am Hohen Groden, 16, 27809, Lemwerder",guest_house,,http://www.bohnsgaestehaus.de,Yes
Hotel Brauner Hirsch,Celle,Niedersachsen,102.63,1h 42m,52.6319824,10.084437,"Münzstraße, 9c, 29223, Celle",hotel,,,Yes
Landhaus Knötel,Ludwigslust,Mecklenburg-Vorpommern,102.67,1h 42m,53.328911,11.4961152,"Kanalstraße, 19, 19288, Ludwigslust",hotel,3,https://www.landhaus-knoetel.de/,Yes
Zeit in Eckernförde,Eckernförde,Schleswig-Holstein,102.67,1h 42m,54.4720335,9.8352959,"Sankt-Nicolai-Straße, 17, 24340, Eckernförde",guest_house,,https://zeit-in-eckernfoerde.de,Yes
Lüttes Loft Boutique Hotel,Eckernförde,Schleswig-Holstein,102.68,1h 42m,54.4720491,9.8346426,"Gartenstraße, 2, 24340, Eckernförde",hostel,,https://www.luettes-loft.de/,Yes
Hotel Restaurant Erbprinz,Ludwigslust,Mecklenburg-Vorpommern,102.78,1h 42m,53.3284833,11.4975957,"Schweriner Straße, 38, 19288, Ludwigslust",hotel,,https://www.erbprinz-ludwigslust.de/,Yes
Lübsche Thorweide,,Mecklenburg-Vorpommern,102.8,1h 42m,53.8857361,11.4502747,,hotel,,https://www.luebsche-thorweide.de/hote,Yes
Thöles Hotel Bücken,Bücken,Niedersachsen,102.82,1h 42m,52.7853441,9.1332008,"Hoyaer Straße, 33, 27333, Bücken",hotel,3,https://www.thoeles.de/b/hotel.htm,Yes
Pension am Burgwall,,Mecklenburg-Vorpommern,102.93,1h 42m,53.8937591,11.4472296,,guest_house,,https://www.pension-am-burgwall.de/,Yes
Hotel Caroline Mathilde,Celle,Niedersachsen,102.95,1h 42m,52.6287719,10.0758295,"Alter Bremer Weg, 37, 29223, Celle",hotel,,,Yes
Hotel Miramar,,Schleswig-Holstein,102.96,1h 42m,54.2173646,11.0873192,"Haakestraße, 7, 23747",hotel,,http://Hausmiramar-hotel.de,Yes
Ambiente,,Niedersachsen,103.01,1h 43m,53.3235118,8.4858421,,hotel,,,Yes
Siegfried-Werft,Eckernförde,Schleswig-Holstein,103.02,1h 43m,54.4751884,9.8353509,"Vogelsang, 12, 24340, Eckernförde",hotel,,https://www.hotel-siegfried-werft.de,Yes
Bett und Bike,,Niedersachsen,103.03,1h 43m,53.3272992,8.4838365,,hostel,,,Yes
Bed & bike,,Niedersachsen,103.05,1h 43m,53.3264776,8.4838487,,hostel,,,Yes
Kajüte,Brake (Unterweser),Niedersachsen,103.08,1h 43m,53.3264408,8.483358,"Breite Straße, 17, 26919, Brake (Unterweser)",hostel,,,Yes
Gästehaus Bock,Gilten,Niedersachsen,103.09,1h 43m,52.6705466,9.5205626,"Feldhagen, 1, 29690, Gilten",guest_house,,http://www.gaestehaus-bock.de/,Yes
Dierks,,Niedersachsen,103.09,1h 43m,52.7818671,9.1344417,,guest_house,,,Yes
Regenbogenhof,,Niedersachsen,103.13,1h 43m,52.928386,11.1375452,,guest_house,,,Yes
Leisewitz Garten,,Niedersachsen,103.14,1h 43m,52.6276628,10.091224,,hotel,,https://www.leisewitzgarten.de/home,Yes
Strandperle,,Schleswig-Holstein,103.18,1h 43m,54.2191235,11.0890836,,hotel,,http://www.strandperle-dahme.de/,Yes
hotel 53° nord,Brake (Unterweser),Niedersachsen,103.2,1h 43m,53.3270829,8.4813081,"Kirchenstraße, 1, 26919, Brake (Unterweser)",hotel,,https://www.hotel53nord.de,Yes
Zum Harrierschart,Brake,Niedersachsen,103.21,1h 43m,53.3199329,8.4842657,"Harrier Straße, 7, 26919, Brake",guest_house,,,Yes
Jugendburg Jomsburg,,Schleswig-Holstein,103.24,1h 43m,54.4790454,10.1126057,,hostel,,https://jomsburg.de/,Yes
Harrier Hof,Brake,Niedersachsen,103.24,1h 43m,53.3202057,8.4837597,"Harrier Straße, 12, 26919, Brake",hotel,,https://harrier-hof.de/,Yes
Bed & Breakfast,,Niedersachsen,103.3,1h 43m,52.6260709,10.0875063,,guest_house,,,Yes
Pension Seeblick,,Mecklenburg-Vorpommern,103.3,1h 43m,53.9921355,11.3779414,,guest_house,,,Yes
B&B Hotels,,Mecklenburg-Vorpommern,103.31,1h 43m,53.8850191,11.4590156,,hotel,,https://www.hotel-bb.com/de/hotel/wismar?gclsrc=aw.ds&gad_source=1,Yes
Pension Freiraum,Bücken,Niedersachsen,103.34,1h 43m,52.7798436,9.1328697,"Ostertorstraße, 8, 27333, Bücken",guest_house,,https://weserradweg-pension.de/,Yes
City Pension,,Niedersachsen,103.35,1h 43m,52.6254901,10.0838727,,guest_house,,,Yes
Borchers,,Niedersachsen,103.37,1h 43m,52.6252425,10.08183,,hotel,,http://www.hotelborchers.com,Yes
Hotel Meeresrauschen,,Schleswig-Holstein,103.41,1h 43m,54.2234106,11.0866839,,hotel,,,Yes
Reetdachferienhaus Humpert,Eckernförde,Schleswig-Holstein,103.44,1h 43m,54.4802466,9.8598213,"Louisenberger Weg, 4, 24340, Eckernförde",guest_house,,,Yes
Garni Süd,Brake,Niedersachsen,103.48,1h 43m,53.3169225,8.4813821,"Kirchenstraße, 90, 26919, Brake",hotel,,http://www.hotel-brake.de/,Yes
Zur Glocke,,Niedersachsen,103.51,1h 43m,52.6240307,10.0838954,,hotel,,,Yes
Hotel Celler Hof,,Niedersachsen,103.52,1h 43m,52.6238138,10.0804762,,hotel,,https://www.cellerhof.de/,Yes
Altstadt Hotel,,Mecklenburg-Vorpommern,103.55,1h 43m,53.8881201,11.4610325,,hotel,,http://www.altstadtpension-wismar.de,Yes
Hotel Willert,Wismar,Mecklenburg-Vorpommern,103.56,1h 43m,53.8870206,11.4618169,"Schweriner Straße, 9, 23970, Wismar",hotel,,https://hotelwillert.de/,Yes
Hotel zur Altstadt,,Niedersachsen,103.59,1h 43m,52.6233589,10.0854494,,hotel,,,Yes
Hotel zur Altstadt,,Niedersachsen,103.59,1h 43m,52.6233652,10.0854528,,hotel,,,Yes
Altstädter Tor,,Niedersachsen,103.59,1h 43m,52.6233794,10.0857785,,hotel,,http://www.altstaedtertorhotel.de,Yes
Hotel Village,,Niedersachsen,103.59,1h 43m,52.6233733,10.08579,,hotel,,,Yes
Rita's bed & breakfast,Celle,Niedersachsen,103.59,1h 43m,52.6233382,10.0855689,"Bergstraße, 25, Celle",guest_house,,,Yes
Pension Apostel,Wismar,Mecklenburg-Vorpommern,103.7,1h 43m,53.8920918,11.4608545,"Neustadt, 2-4, 23966, Wismar",guest_house,,http://www.wismar-apostel.de,Yes
Westphal's,,Mecklenburg-Vorpommern,103.71,1h 43m,53.8928816,11.4605463,,guest_house,,http://www.wismar-urlaub24.de/de/,Yes
Zur Reblaus,Wismar,Mecklenburg-Vorpommern,103.73,1h 43m,53.8930084,11.4607999,"Neustadt, 11, 23966, Wismar",guest_house,,http://reblaus.test.sengai.de,Yes
To'n Zägenkrog,Wismar,Mecklenburg-Vorpommern,103.79,1h 43m,53.894717,11.4607361,"Ziegenmarkt, 10, 23966, Wismar",guest_house,,http://www.ziegenkrug-wismar.de,Yes
Althoff Hotel Fürstenhof Celle,Celle,Niedersachsen,103.87,1h 43m,52.6205185,10.0751913,"Hannoversche Straße, 55/56, 29221, Celle",hotel,,,Yes
Pension am Wassertor,,Mecklenburg-Vorpommern,103.9,1h 43m,53.8962685,11.4615442,,guest_house,,,Yes
Restaurant & Hotel Wismar,,Mecklenburg-Vorpommern,103.91,1h 43m,53.8936149,11.4634326,,hotel,,,Yes
Hanse House Wismar,Wismar,Mecklenburg-Vorpommern,103.98,1h 43m,53.8939396,11.4642529,"Bohrstraße, 10, 23966, Wismar",guest_house,,,Yes
Hanse House Wismar,Wismar,Mecklenburg-Vorpommern,103.99,1h 43m,53.8940978,11.4642759,"Bohrstraße, 12, 23966, Wismar",hotel,,https://hanse-house-wismar.de/,Yes
Andre Plath,,Mecklenburg-Vorpommern,104.02,1h 44m,53.9900651,11.3922107,,guest_house,,,Yes
Reuterhaus,,Mecklenburg-Vorpommern,104.04,1h 44m,53.8911914,11.4670322,,hotel,,https://www.reuterhaus-wismar.de/,Yes
Townhouse,Wismar,Mecklenburg-Vorpommern,104.06,1h 44m,53.8917448,11.4669473,"Am Markt, 24, 23966, Wismar",hotel,,https://www.vagabondclub.com/wismar/,Yes
Café 28 & Pension am Markt,Wismar,Mecklenburg-Vorpommern,104.07,1h 44m,53.8920314,11.4669648,"Am Markt, 28, 23966, Wismar",hotel,,,Yes
"Bischoff's Gasthof ""Zur alten Schänke""",Berne,Niedersachsen,104.11,1h 44m,53.1787246,8.5543705,"Deichstraße, 183, 27804, Berne",guest_house,,https://www.bischoffs-gasthof.de/,Yes
Chez Fasan,,Mecklenburg-Vorpommern,104.11,1h 44m,53.8934044,11.46672,,guest_house,,,Yes
Hampton by Hilton Celle,Celle,Niedersachsen,104.13,1h 44m,52.6184546,10.0846388,"77er Straße, 1, 29221, Celle",hotel,,https://www.hilton.com/de/hotels/hajeehx-hampton-celle/,Yes
Hesse Hotel,Celle,Niedersachsen,104.13,1h 44m,52.6175016,10.0499578,"Fuhrberger Straße, 6, 29225, Celle",hotel,,http://www.solmelia.com,Yes
Hotel Reingard,Wismar,Mecklenburg-Vorpommern,104.25,1h 44m,53.8940081,11.4686732,"Weberstraße, 18, 23966, Wismar",hotel,3,https://hotel-reingard.de/,Yes
Pension Dreyer,Celle,Niedersachsen,104.34,1h 44m,52.6163907,10.077784,"Hannoversche Straße, 20, 29221, Celle",guest_house,,https://pension-dreyer-celle.de/,Yes
Hof Friedrichsthal,Gremersdorf,Schleswig-Holstein,104.4,1h 44m,54.3156343,10.9232833,"Friedrichstal, 1, 23758, Gremersdorf",guest_house,,https://www.hof-friedrichsthal.de/,Yes
Thomsen,Delmenhorst,Niedersachsen,104.41,1h 44m,53.0531845,8.6624233,"Bremer Straße, 186, 27751, Delmenhorst",hotel,,https://www.hotel-thomsen.de/,Yes
"Landgasthof ""Hotel zum Norden""",Jagel,Schleswig-Holstein,104.7,1h 44m,54.455978,9.5366035,"Bundesstraße, 29, 24878, Jagel",hotel,,https://zum-norden.de/,Yes
Hanken Hof Gästehouse Müller GmbH & Co.,,Niedersachsen,104.86,1h 44m,52.6488854,10.4373448,,hotel,,,Yes
Hans-Martin u. Martina Wöbken Zimmervermietung,Berne,Niedersachsen,104.9,1h 44m,53.1808307,8.5398196,"Deichstraße, 152, 27804, Berne",guest_house,,https://hans-martin-u-martina-wobken.business.site/,Yes
Pension Kawa,,Niedersachsen,105.15,1h 45m,53.0462464,8.6566557,,hotel,,,Yes
"Pension ""Am Haffeld""",Wismar,Mecklenburg-Vorpommern,105.36,1h 45m,53.9078381,11.4777866,"Poeler Straße, 138, 23970, Wismar",guest_house,,,Yes
Zur Glocke,,Mecklenburg-Vorpommern,105.67,1h 45m,53.9084435,11.482439,,guest_house,,,Yes
Eylers Ranch,,Niedersachsen,105.75,1h 45m,53.2646258,8.4722185,,hotel,,http://www.eylersranch.de,Yes
Hotel Gammelby,Gammelby,Schleswig-Holstein,106.0,1h 46m,54.499565,9.795405,"Dorfstraße, 6, 24340, Gammelby",hotel,,http://www.hotel-gammelby.de/,Yes
Hotel Goldenstedt,,Niedersachsen,106.12,1h 46m,53.0342878,8.6523758,,hotel,,https://www.hotel-goldenstedt.de/,Yes
Pension Lübow,Lübow,Mecklenburg-Vorpommern,106.27,1h 46m,53.852791,11.5256545,"Am Sportplatz, 9, 23972, Lübow",guest_house,,,Yes
Naturfreundehaus Waldschmiede,Celle,Niedersachsen,106.27,1h 46m,52.597659,10.0124692,"Fuchsberg, 81, 29225, Celle",hostel,,,Yes
City Hotel,,Niedersachsen,106.35,1h 46m,53.0517544,8.6296209,"Bahnhofstraße, 16",hotel,,https://cityhotel-delmenhorst.de/,Yes
Gästehaus Klostermühle,,Niedersachsen,106.43,1h 46m,52.8056988,8.9950361,,hotel,,,Yes
Meyerhof,,Niedersachsen,106.45,1h 46m,52.9805867,8.7097325,"Heiligenroder Straße, 72",hotel,,https://www.meyerhof-heiligenrode.de/index.php,Yes
Landhaus Kladow,,Mecklenburg-Vorpommern,106.49,1h 46m,53.6124186,11.6024865,,guest_house,,,Yes
Heidehof Ahnsbeck,Ahnsbeck,Niedersachsen,106.54,1h 46m,52.6114815,10.2853029,"Hauptstraße, 22, 29353, Ahnsbeck",hotel,,,Yes
Kaminstube Gorleben,,Niedersachsen,106.55,1h 46m,53.0480074,11.3548301,,guest_house,,http://www.kaminstube-gorleben.de/,Yes
Zum König von Griechenland,,Niedersachsen,106.63,1h 46m,53.3422603,8.4216581,,hotel,,,Yes
"Appartements ""Zur Elbe""",,Niedersachsen,106.67,1h 46m,53.0480768,11.3570282,,guest_house,,,Yes
Heuhotel,Ovelgönne,Niedersachsen,106.95,1h 46m,53.3161594,8.4276684,"Hammelwarder Außendeich, 2, 26939, Ovelgönne",guest_house,,https://www.service-vom-hof.de/,Yes
Dithmarscher Hof,Lunden,Schleswig-Holstein,106.98,1h 46m,54.3297431,9.0271981,"Am Gänsemarkt, 8, 25774, Lunden",hotel,,https://www.dithmarscher-hof-lunden.de,Yes
DJH Jugendherberge Borgwedel,Borgwedel,Schleswig-Holstein,107.01,1h 47m,54.4970513,9.671406,"Kreisstraße, 17, 24857, Borgwedel",hostel,2,,Yes
Hotel Lindenhof,Lunden,Schleswig-Holstein,107.12,1h 47m,54.3298307,9.0238067,"Friedrichstraße, 39, 25774, Lunden",hotel,,https://www.lindenhof1887.de/,Yes
"Pension ""Altes Burghotel""",Neustadt-Glewe,Mecklenburg-Vorpommern,107.18,1h 47m,53.3822283,11.5859614,"Burgstraße, 5, 19306, Neustadt-Glewe",guest_house,,,Yes
Schlosshotel Neustadt-Glewe,,Mecklenburg-Vorpommern,107.31,1h 47m,53.382534,11.5880117,,hotel,,http://www.schlosshotel-neustadt-glewe.de/,Yes
Traditionshaus Seeblick,,Mecklenburg-Vorpommern,107.4,1h 47m,54.0144514,11.4287817,,hotel,,https://www.traditionshaus-seeblick.de/,Yes
Weinhof,,Niedersachsen,107.52,1h 47m,52.9814994,8.6885888,"Eggeseer Straße, 17",hotel,,,Yes
Heu-Herberge Sophienhof,,Schleswig-Holstein,107.67,1h 47m,54.5212117,9.9480435,,guest_house,,,Yes
Herberge u. Gästehaus Mildterhof,,Schleswig-Holstein,107.68,1h 47m,54.3804353,9.1363102,,guest_house,,https://www.herberge-mildterhof.de/herberge/,Yes
Hof Mathiasch,,Niedersachsen,107.71,1h 47m,52.9961733,11.3175664,,guest_house,,,Yes
Klöndeel,,Schleswig-Holstein,107.91,1h 47m,54.4936857,9.5844314,,guest_house,,https://kloendeel.de/,Yes
Hotel Zum Steineck,Grabow,Mecklenburg-Vorpommern,108.21,1h 48m,53.2809097,11.5599545,"Steindamm, 13, 19300, Grabow",hotel,,https://www.hotel-zum-steineck.de/,Yes
"Zur Fischerklause - Hotel, Restaurant, Café & Meer",Butjadingen,Niedersachsen,108.27,1h 48m,53.5954992,8.3541021,"Sielstraße, 16, 26969, Butjadingen",hotel,,http://www.fischerklause.de,Yes
Gästehaus Ziemann,Friedrichstadt,Schleswig-Holstein,108.35,1h 48m,54.373293,9.097555,"Doesburger Straße, 14, 25840, Friedrichstadt",guest_house,,http://www.gaestehaus-ziemann.de,Yes
Gästehaus Bergemann,,Niedersachsen,108.39,1h 48m,52.5868116,10.2032572,,guest_house,,,Yes
Hotel Restaurant Stadt Hamburg,Grabow,Mecklenburg-Vorpommern,108.6,1h 48m,53.2783574,11.5648425,"Große Straße, 28, 19300, Grabow",hotel,,https://grabow-hotel-stadt-hamburg.de/,Yes
Gasthaus Seeblick,,Mecklenburg-Vorpommern,108.83,1h 48m,53.5796927,11.6397996,,hotel,,https://www.gasthausseeblick.de/,Yes
Aquarium,Friedrichstadt,Schleswig-Holstein,108.9,1h 48m,54.3766076,9.0907448,"Am Mittelburgwall, 4-8, 25840, Friedrichstadt",hotel,,https://hotel-aquarium.de/,Yes
Waabs Mühle,Waabs,Schleswig-Holstein,108.91,1h 48m,54.5326805,9.9789325,"Mühlenstraße, 26, 24369, Waabs",guest_house,,https://www.waabs-muehle.de/,Yes
Hotel an der Schlei,Fahrdorf,Schleswig-Holstein,108.91,1h 48m,54.5044248,9.5944191,"Dorfstraße, 44, 24857, Fahrdorf",hotel,,https://www.hotelanderschlei.de/,Yes
Holsteinisches Haus,Friedrichstadt,Schleswig-Holstein,108.94,1h 48m,54.3746064,9.0843131,"Eiland, 1, 25840, Friedrichstadt",hotel,,,Yes
Gästehaus Lexow,Tönning,Schleswig-Holstein,108.97,1h 48m,54.3163157,8.9477974,"Am Hafen, 36-38, 25832, Tönning",hotel,,https://gaestehaus-lexow.de/,Yes
DJH Friedrichstadt,Friedrichstadt,Schleswig-Holstein,108.99,1h 48m,54.3782266,9.0924204,"Ostdeutsche Straße, 1, 25840, Friedrichstadt",hostel,2,,Yes
Klein Amsterdam,,Schleswig-Holstein,108.99,1h 48m,54.3768953,9.0890997,,hotel,,https://kleinamsterdam.net/,Yes
Marktblick,,Schleswig-Holstein,108.99,1h 48m,54.3765458,9.0880867,,guest_house,,,Yes
Hotel Godewind,Tönning,Schleswig-Holstein,109.0,1h 49m,54.3158725,8.9459846,"Am Hafen, 23/24, 25832, Tönning",hotel,,,Yes
Zum Goldenen Anker,,Schleswig-Holstein,109.0,1h 48m,54.316323,8.9471161,"Am Hafen, 32",hotel,,,Yes
Hotel Herzog Friedrich,Friedrichstadt,Schleswig-Holstein,109.03,1h 49m,54.3776829,9.0899414,"Schmiedestraße, 11a, 25840, Friedrichstadt",hotel,,https://herzog-friedrich.de/,Yes
Turmholländermühle Ohrdorf,,Niedersachsen,109.08,1h 49m,52.700756,10.8012815,,hotel,,https://www.muehlenurlaub-suedheide.de/,Yes
Naturfreundehaus Stenum,Ganderkesee,Niedersachsen,109.18,1h 49m,53.0717234,8.5601733,"Steenhafer Berg, 3, 27777, Ganderkesee",hostel,,,Yes
Okapi Home Gästehaus,Tönning,Schleswig-Holstein,109.2,1h 49m,54.3169259,8.9434002,"Neustadt, 9, 25832, Tönning",hostel,,,Yes
New Hampshire,,Schleswig-Holstein,109.27,1h 49m,54.315021,8.937854,,hotel,,,Yes
Gästehaus Gudrun,Tönning,Schleswig-Holstein,109.32,1h 49m,54.3127354,8.9318465,"Swinemünder Straße, 3, 25832, Tönning",hotel,,,Yes
Hotel am Weserwehr,Drakenburg,Niedersachsen,109.49,1h 49m,52.6874641,9.2109181,"Lange Straße, 18, 31623, Drakenburg",hotel,,,Yes
"Sportpension ""Seminarhaus an der Eider""",Tönning,Schleswig-Holstein,109.54,1h 49m,54.3189531,8.9393606,"Ringstraße, 15, 25832, Tönning",guest_house,,https://bims-fit.de/seminarhaus-an-der-eider/,Yes
Zimmervermietung Reußwig,,Niedersachsen,109.54,1h 49m,52.6872654,9.2098799,,guest_house,,,Yes
Dreimädelhaus,,Niedersachsen,109.64,1h 49m,52.955483,8.681737,,hotel,,https://www.drei-maedelhaus.de/,Yes
Strandleben,Schleswig,Schleswig-Holstein,109.71,1h 49m,54.5106938,9.5860751,"Schleibogen, 6, 24837, Schleswig",hotel,,https://www.strandleben-schleswig.de/,Yes
Wanderreitstation Höhbeck,,Niedersachsen,110.21,1h 50m,53.0555695,11.4267538,,guest_house,,,Yes
Zum Mühlenteich,Bassum,Niedersachsen,110.23,1h 50m,52.8397021,8.8436586,"Am Mühlenteich, 1, 27211, Bassum",hotel,,,Yes
Bed & Breakfast am Dom,Schleswig,Schleswig-Holstein,110.25,1h 50m,54.5136422,9.5721591,"Töpferstraße, 9, 24837, Schleswig",guest_house,,https://www.bb-schleswig.de/,Yes
Haus am Dom,Schleswig,Schleswig-Holstein,110.25,1h 50m,54.5129239,9.567651,"Süderdomstraße, 19, 24837, Schleswig",guest_house,,https://www.haus-am-dom-zu-schleswig.de/,Yes
Gästehaus Forellenhof,,Niedersachsen,110.35,1h 50m,52.807606,8.8997464,,guest_house,,,Yes
Heide Hotel Klütz,,Niedersachsen,110.36,1h 50m,52.5644651,9.8514501,,hotel,,https://www.heide-hotel-kluetz.de/,Yes
Pension Charles,,Niedersachsen,110.53,1h 50m,52.5608333,10.0851626,,hotel,,https://www.pension-charles.de/,Yes
Stilbruch,Insel Poel,Mecklenburg-Vorpommern,110.8,1h 50m,54.0212663,11.481482,"Gollwitz, 15, 23999, Insel Poel",guest_house,,,Yes
Gasthaus Thölke,,Niedersachsen,110.97,1h 50m,52.590817,10.4315894,,guest_house,,,Yes
Haus Meeresblick,,Schleswig-Holstein,110.99,1h 50m,54.324424,11.0692163,,guest_house,,,Yes
Landgasthof Allerparadies,,Niedersachsen,111.09,1h 51m,52.5671626,10.2589517,29364,hotel,,,Yes
Hotel Miramare,Heiligenhafen,Schleswig-Holstein,111.46,1h 51m,54.3722856,10.9749246,"Bergstraße, 20, 23774, Heiligenhafen",hotel,,https://www.hotel-mira-mare.de/,Yes
Hotel Deutsches Haus,,Schleswig-Holstein,111.55,1h 51m,54.3723069,10.9772384,,hotel,,,Yes
Haus Godenwind / Garni,Heiligenhafen,Schleswig-Holstein,111.63,1h 51m,54.3734645,10.9765228,"Fischerstraße, 10, 23774, Heiligenhafen",hotel,,,Yes
Hotel Stadt Hamburg,,Schleswig-Holstein,111.81,1h 51m,54.3729669,10.9823783,,hotel,,,Yes
Nordpol,,Schleswig-Holstein,111.83,1h 51m,54.3733581,10.9821299,,hotel,,,Yes
Baltic Kölln,,Schleswig-Holstein,111.84,1h 51m,54.3733085,10.9824874,,hotel,,,Yes
Hotel Seestern,,Schleswig-Holstein,111.85,1h 51m,54.3738865,10.9814501,,hotel,,,Yes
Hotel Hoyerswege,Ganderkesee,Niedersachsen,111.87,1h 51m,53.0170504,8.5685045,"Wildeshauser Landstraße, 66, 27777, Ganderkesee",hotel,,https://hotel-hoyerswege.de/,Yes
NaturNah Hotel,Brodersby-Goltoft,Schleswig-Holstein,111.89,1h 51m,54.5470922,9.7237775,"Dorfstraße, 11, 24864, Brodersby-Goltoft",hotel,,https://www.naturnah-hotel.de/,Yes
Hafenhotel Meereszeiten,Heiligenhafen,Schleswig-Holstein,111.93,1h 51m,54.3744436,10.9822581,"Am Yachthafen, 2-4, 23774, Heiligenhafen",hotel,,,Yes
